metabolite	name	kegg	chebi
MAM01981	glyceraldehyde	C02154	CHEBI:5445
MAM01982	glycerate	C00258	CHEBI:32398
MAM01983	glycerol	C00116	CHEBI:17522
MAM01984	glycerone	C00184	CHEBI:16016
MAM01985	glycinamide	nan	nan
MAM01986	glycine	C00037	CHEBI:15428
MAM01987	glycochenodeoxycholate	C05466	CHEBI:36274
MAM01988	glycocholate	C01921	CHEBI:29746
MAM01989	glycodeoxycholate	C05464	CHEBI:27471
MAM01990	glycogenin G11	nan	nan
MAM01991	glycogenin G4G4	nan	nan
MAM01992	glycogenin G4G7	nan	nan
MAM01993	glycogenin G7	nan	nan
MAM01994	glycogenin G7G1	nan	nan
MAM01995	glycogenin G8	nan	nan
MAM01996	glycogenin	C01702	nan
MAM01997	glycolaldehyde	C00266	CHEBI:17071
MAM01998	glycolate	C00160	CHEBI:17497
MAM01999	glycolipid	nan	nan
MAM02000	glycolithocholate	C15557	CHEBI:37998
MAM02001	glycophosphatidylinositol-(GPI)-anchored-protein-precursor	nan	nan
MAM02002	glycoprotein-N-acetyl-D-glucosaminyl-phospho-D-mannose	C04755	nan
MAM02003	glycoprotein-phospho-D-mannose	C04010	nan
MAM02004	glycoursodeoxycholate	nan	nan
MAM02005	glycylpeptide	C02038	CHEBI:16462
MAM02006	glycyl-tRNA(gly)	C02412	CHEBI:29156
MAM02007	glyoxalate	C00048	CHEBI:16891
MAM02008	GM1	C04911	CHEBI:18216
MAM02009	GM1alpha	nan	nan
MAM02010	GM1b	G00125	nan
MAM02011	GM2	C04884	CHEBI:51013
MAM02012	GM2A	nan	nan
MAM02013	GM2A-GM2	nan	nan
MAM02014	GM2alpha	nan	nan
MAM02015	GM3	C04730	CHEBI:15681
MAM02016	GMP	C00144	CHEBI:17345
MAM02017	GO3P	nan	nan
MAM02018	GP1c	nan	nan
MAM02019	GP1calpha	nan	nan
MAM02020	gpi heparan sulfate	nan	nan
MAM02021	gpi_prot heparan sulfate	nan	nan
MAM02022	gpi_sig	nan	nan
MAM02023	GQ1b	C06139	CHEBI:27515
MAM02024	GQ1balpha	G00129	nan
MAM02025	GQ1c	G00121	nan
MAM02026	GSH	C00051	CHEBI:16856
MAM02027	GSSG	C00127	CHEBI:17858
MAM02028	GT1a	C06138	CHEBI:27691
MAM02029	GT1aalpha	G00128	nan
MAM02030	GT1b	C06140	CHEBI:28058
MAM02031	GT1c	G00120	nan
MAM02032	GT2	G00119	nan
MAM02033	GT3	C06299	CHEBI:28541
MAM02034	GTP	C00044	CHEBI:15996
MAM02035	guanidine	nan	CHEBI:42820
MAM02036	guanidinoacetate	C00581	CHEBI:16344
MAM02037	guanine	C00242	CHEBI:16235
MAM02038	guanosine	C00387	CHEBI:16750
MAM02039	H+	C00080	CHEBI:24636
MAM02040	H2O	C00001	CHEBI:15377
MAM02041	H2O2	C00027	CHEBI:16240
MAM02042	H2S	C00283	CHEBI:16136
MAM02043	H2S2O3	C00320	CHEBI:16094
MAM02044	haptoglobin	nan	nan
MAM02045	harman	C09209	CHEBI:5623
MAM02046	HCO3-	C00288	CHEBI:17544
MAM02047	HDL remnant	nan	nan
MAM02048	HDL	nan	nan
MAM02049	heme	C00032	CHEBI:17627
MAM02050	hemoglobin	C01708	CHEBI:5656
MAM02051	heneicosanoylcarnitine	nan	nan
MAM02052	heneicosanoyl-CoA	nan	nan
MAM02053	henicosanoic acid	nan	CHEBI:39248
MAM02054	heparan sulfate proteoglycan	nan	nan
MAM02055	heparan sulfate, degradation product 1	nan	nan
MAM02056	heparan sulfate, degradation product 10	nan	nan
MAM02057	heparan sulfate, degradation product 11	nan	nan
MAM02058	heparan sulfate, degradation product 12	nan	nan
MAM02059	heparan sulfate, degradation product 13	nan	nan
MAM02060	heparan sulfate, degradation product 14	nan	nan
MAM02061	heparan sulfate, degradation product 15	nan	nan
MAM02062	heparan sulfate, degradation product 16	nan	nan
MAM02063	heparan sulfate, degradation product 17	nan	nan
MAM02064	heparan sulfate, degradation product 18	nan	nan
MAM02065	heparan sulfate, degradation product 19	nan	nan
MAM02066	heparan sulfate, degradation product 2	nan	nan
MAM02067	heparan sulfate, degradation product 20	nan	nan
MAM02068	heparan sulfate, degradation product 21	nan	nan
MAM02069	heparan sulfate, degradation product 22	nan	nan
MAM02070	heparan sulfate, degradation product 23	nan	nan
MAM02071	heparan sulfate, degradation product 24	nan	nan
MAM02072	heparan sulfate, degradation product 25	nan	nan
MAM02073	heparan sulfate, degradation product 3	nan	nan
MAM02074	heparan sulfate, degradation product 4	nan	nan
MAM02075	heparan sulfate, degradation product 5	nan	nan
MAM02076	heparan sulfate, degradation product 6	nan	nan
MAM02077	heparan sulfate, degradation product 7	nan	nan
MAM02078	heparan sulfate, degradation product 8	nan	nan
MAM02079	heparan sulfate, degradation product 9	nan	nan
MAM02080	heparan sulfate, free chain	C00925	CHEBI:28815
MAM02081	heparan sulfate, precursor 1	nan	nan
MAM02082	heparan sulfate, precursor 10	nan	nan
MAM02083	heparan sulfate, precursor 11	nan	nan
MAM02084	heparan sulfate, precursor 12	nan	nan
MAM02085	heparan sulfate, precursor 13	nan	nan
MAM02086	heparan sulfate, precursor 14	nan	nan
MAM02087	heparan sulfate, precursor 15	nan	nan
MAM02088	heparan sulfate, precursor 2	nan	nan
MAM02089	heparan sulfate, precursor 3	nan	nan
MAM02090	heparan sulfate, precursor 4	nan	nan
MAM02091	heparan sulfate, precursor 5	nan	nan
MAM02092	heparan sulfate, precursor 6	nan	nan
MAM02093	heparan sulfate, precursor 7	nan	nan
MAM02094	heparan sulfate, precursor 8	nan	nan
MAM02095	heparan sulfate, precursor 9	nan	nan
MAM02096	hepoxilin A3	C04849	CHEBI:15631
MAM02097	hepoxilin A3-c	nan	nan
MAM02098	hepoxilin B3	nan	nan
MAM02099	heptadecanoyl-[ACP]	nan	nan
MAM02100	heptadecanoylcarnitine	nan	nan
MAM02101	heptadecanoyl-CoA	nan	nan
MAM02102	heptadecenoylcarnitine(7)	nan	nan
MAM02103	heptadecenoylcarnitine(8)	nan	nan
MAM02104	heptaglutamyl-folate(DHF)	nan	nan
MAM02105	heptaglutamyl-folate(THF)	nan	nan
MAM02106	heptanoyl-[ACP]	nan	nan
MAM02107	heptanoyl-CoA	nan	CHEBI:37283
MAM02108	heptylic acid	C17714	CHEBI:45571
MAM02109	hexacosanoylcarnitine	nan	nan
MAM02110	hexacosanoyl-CoA	nan	nan
MAM02111	hexacosenoylcarnitine	nan	nan
MAM02112	hexacosenoyl-CoA	nan	nan
MAM02113	hexadecanal	C00517	CHEBI:17600
MAM02114	hexadecanol	nan	nan
MAM02115	hexadecanoyl-[ACP]	C05764	nan
MAM02116	hexadecenal	C06123	nan
MAM02117	hexadecenoylcarnitine(9)	nan	nan
MAM02118	hexaglutamyl-folate(DHF)	nan	nan
MAM02119	hexaglutamyl-folate(THF)	nan	nan
MAM02120	hexanoic acid	C01585	['CHEBI:17120', 'CHEBI:30776']
MAM02121	hexanoyl-[ACP]	C05749	nan
MAM02122	hexanoyl-CoA	C05270	CHEBI:27540
MAM02123	hippurate	C01586	CHEBI:18089
MAM02124	histamine	C00388	CHEBI:18295
MAM02125	histidine	C00135	CHEBI:15971
MAM02126	histidyl-prolinamide	nan	nan
MAM02127	histone-L-lysine	C02415	nan
MAM02128	histone-N6-acetyl-L-lysine	C01997	nan
MAM02129	histone-N6-methyl-L-lysine	C03702	nan
MAM02130	HMA	C04688	nan
MAM02131	HMG-CoA	C00356	CHEBI:15467
MAM02132	homocarnosine	C00884	nan
MAM02133	homocysteine	C00155	CHEBI:17230
MAM02134	homocysteine-thiolactone	nan	nan
MAM02135	homogentisate	C00544	CHEBI:44747
MAM02136	homoserine	C00263	CHEBI:15699
MAM02137	homovanillate	C05582	CHEBI:545959
MAM02138	hordenine	C06199	CHEBI:5764
MAM02139	hyaluronan biosynthesis, precursor 1	C04794	CHEBI:16126
MAM02140	hyaluronan degradation product 1	nan	nan
MAM02141	hyaluronate	C00518	CHEBI:16336
MAM02142	hydracrylate	C01013	CHEBI:33404
MAM02143	hydrobromic acid	C13645	CHEBI:47266
MAM02144	hydrochloride	C01327	nan
MAM02145	hydrogen-cyanide	C01326	CHEBI:18407
MAM02146	hydroiodic acid	C05590	CHEBI:43451
MAM02147	hydroxide	C01328	CHEBI:16234
MAM02148	hydroxyacetone	C05235	CHEBI:27957
MAM02149	hydroxyl radical	nan	nan
MAM02150	hydroxylated-ebastine	nan	nan
MAM02151	hydroxymethylbilane	C01024	CHEBI:16645
MAM02152	hydroxymethylglutathione	C14180	CHEBI:48926
MAM02153	hydroxy-nifedipine	nan	nan
MAM02154	hydroxypyruvate	C00168	CHEBI:30841
MAM02155	hyodeoxycholate	C15517	nan
MAM02156	hypochlorite	nan	nan
MAM02157	hypotaurine	C00519	CHEBI:16668
MAM02158	hypothiocyanite	nan	nan
MAM02159	hypoxanthine	C00262	CHEBI:17368
MAM02161	IDP	C00104	CHEBI:17808
MAM02162	III3,IV2Fuc-nLc4Cer	G00056	nan
MAM02163	III3Fuc-nLc4Cer	G00060	nan
MAM02164	III3Fuc-nLc6Cer	G00076	nan
MAM02165	imidazole-4-acetaldehyde	C05130	CHEBI:27398
MAM02166	imidazole-4-acetate	C02835	CHEBI:16974
MAM02167	IMP	C00130	CHEBI:17202
MAM02168	indole-3-acetaldehyde	C00637	nan
MAM02169	indoleacetate	C00954	CHEBI:16411
MAM02170	inosine	C00294	CHEBI:17596
MAM02171	inositol	C00137	CHEBI:17268
MAM02172	inositol-1,3-bisphosphate	C04062	CHEBI:18225
MAM02173	inositol-1-phosphate	C01177	CHEBI:18297
MAM02174	iodide	C00708	CHEBI:16382
MAM02175	iodine	C01382	CHEBI:17606
MAM02176	iso-A2E(11-cis)	nan	nan
MAM02177	iso-A2E(13-cis)	nan	nan
MAM02178	iso-A2E(9,13-di-cis)	nan	nan
MAM02179	iso-A2E(9-cis)	nan	nan
MAM02180	isobutyryl-CoA	C00630	CHEBI:15479
MAM02181	isobutyrylglycine	nan	nan
MAM02182	isocaproic-aldehyde	C02373	CHEBI:17998
MAM02183	isocitrate	C00311	CHEBI:30887
MAM02184	isoleucine	C00407	CHEBI:17191
MAM02185	isomaltose	C00252	CHEBI:28189
MAM02186	iso-nLc8Cer	G00078	nan
MAM02187	isopentenyl-pPP	C00129	CHEBI:16584
MAM02188	isoputreanine	nan	nan
MAM02189	isovaleryl-CoA	C02939	CHEBI:15487
MAM02190	isovalerylglycine	nan	nan
MAM02191	itaconate	C00490	CHEBI:30838
MAM02192	itaconyl-CoA	C00531	CHEBI:15528
MAM02193	ITP	C00081	CHEBI:16039
MAM02194	IV2Fuc,III4Fuc-Lc4Cer	G00045	nan
MAM02195	IV2Fuc-Lc4Cer	C06131	CHEBI:28743
MAM02196	IV2Fuc-nLc4Cer	G00055	nan
MAM02197	IV3GalNAca-Gb4Cer	C04925	G00095
MAM02198	IV3Neu5Ac,III4Fuc-Lc4Cer	nan	nan
MAM02199	IV3NeuAc,III3Fuc-nLc4Cer	G00063	nan
MAM02200	K+	C00238	CHEBI:26216
MAM02201	keratan sulfate I biosynthesis, precursor 1	nan	nan
MAM02202	keratan sulfate I biosynthesis, precursor 10	nan	nan
MAM02203	keratan sulfate I biosynthesis, precursor 11	nan	nan
MAM02204	keratan sulfate I biosynthesis, precursor 12	nan	nan
MAM02205	keratan sulfate I biosynthesis, precursor 13	nan	nan
MAM02206	keratan sulfate I biosynthesis, precursor 14	nan	nan
MAM02207	keratan sulfate I biosynthesis, precursor 15	nan	nan
MAM02208	keratan sulfate I biosynthesis, precursor 16	nan	nan
MAM02209	keratan sulfate I biosynthesis, precursor 17	nan	nan
MAM02210	keratan sulfate I biosynthesis, precursor 18	nan	nan
MAM02211	keratan sulfate I biosynthesis, precursor 19	nan	nan
MAM02212	keratan sulfate I biosynthesis, precursor 2	nan	nan
MAM02213	keratan sulfate I biosynthesis, precursor 20	nan	nan
MAM02214	keratan sulfate I biosynthesis, precursor 21	nan	nan
MAM02215	keratan sulfate I biosynthesis, precursor 22	nan	nan
MAM02216	keratan sulfate I biosynthesis, precursor 23	nan	nan
MAM02217	keratan sulfate I biosynthesis, precursor 24	nan	nan
MAM02218	keratan sulfate I biosynthesis, precursor 25	nan	nan
MAM02219	keratan sulfate I biosynthesis, precursor 26	nan	nan
MAM02220	keratan sulfate I biosynthesis, precursor 27	nan	nan
MAM02221	keratan sulfate I biosynthesis, precursor 28	nan	nan
MAM02222	keratan sulfate I biosynthesis, precursor 29	nan	nan
MAM02223	keratan sulfate I biosynthesis, precursor 3	nan	nan
MAM02224	keratan sulfate I biosynthesis, precursor 30	nan	nan
MAM02225	keratan sulfate I biosynthesis, precursor 31	nan	nan
MAM02226	keratan sulfate I biosynthesis, precursor 32	nan	nan
MAM02227	keratan sulfate I biosynthesis, precursor 33	nan	nan
MAM02228	keratan sulfate I biosynthesis, precursor 34	nan	nan
MAM02229	keratan sulfate I biosynthesis, precursor 35	nan	nan
MAM02230	keratan sulfate I biosynthesis, precursor 36	nan	nan
MAM02231	keratan sulfate I biosynthesis, precursor 4	nan	nan
MAM02232	keratan sulfate I biosynthesis, precursor 5	nan	nan
MAM02233	keratan sulfate I biosynthesis, precursor 6	nan	nan
MAM02234	keratan sulfate I biosynthesis, precursor 7	nan	nan
MAM02235	keratan sulfate I biosynthesis, precursor 8	nan	nan
MAM02236	keratan sulfate I biosynthesis, precursor 9	nan	nan
MAM02237	keratan sulfate I, degradation product 1	nan	nan
MAM02238	keratan sulfate I, degradation product 10	nan	nan
MAM02239	keratan sulfate I, degradation product 11	nan	nan
MAM02240	keratan sulfate I, degradation product 12	nan	nan
MAM02241	keratan sulfate I, degradation product 13	nan	nan
MAM02242	keratan sulfate I, degradation product 14	nan	nan
MAM02243	keratan sulfate I, degradation product 15	nan	nan
MAM02244	keratan sulfate I, degradation product 16	nan	nan
MAM02245	keratan sulfate I, degradation product 17	nan	nan
MAM02246	keratan sulfate I, degradation product 18	nan	nan
MAM02247	keratan sulfate I, degradation product 19	nan	nan
MAM02248	keratan sulfate I, degradation product 2	nan	nan
MAM02249	keratan sulfate I, degradation product 20	nan	nan
MAM02250	keratan sulfate I, degradation product 21	nan	nan
MAM02251	keratan sulfate I, degradation product 22	nan	nan
MAM02252	keratan sulfate I, degradation product 23	nan	nan
MAM02253	keratan sulfate I, degradation product 24	nan	nan
MAM02254	keratan sulfate I, degradation product 25	nan	nan
MAM02255	keratan sulfate I, degradation product 26	nan	nan
MAM02256	keratan sulfate I, degradation product 27	nan	nan
MAM02257	keratan sulfate I, degradation product 28	nan	nan
MAM02258	keratan sulfate I, degradation product 29	nan	nan
MAM02259	keratan sulfate I, degradation product 3	nan	nan
MAM02260	keratan sulfate I, degradation product 30	nan	nan
MAM02261	keratan sulfate I, degradation product 31	nan	nan
MAM02262	keratan sulfate I, degradation product 32	nan	nan
MAM02263	keratan sulfate I, degradation product 33	nan	nan
MAM02264	keratan sulfate I, degradation product 34	nan	nan
MAM02265	keratan sulfate I, degradation product 35	nan	nan
MAM02266	keratan sulfate I, degradation product 36	nan	nan
MAM02267	keratan sulfate I, degradation product 37	nan	nan
MAM02268	keratan sulfate I, degradation product 38	nan	nan
MAM02269	keratan sulfate I, degradation product 39	nan	nan
MAM02270	keratan sulfate I, degradation product 4	nan	nan
MAM02271	keratan sulfate I, degradation product 40	nan	nan
MAM02272	keratan sulfate I, degradation product 41	nan	nan
MAM02273	keratan sulfate I, degradation product 5	nan	nan
MAM02274	keratan sulfate I, degradation product 6	nan	nan
MAM02275	keratan sulfate I, degradation product 7	nan	nan
MAM02276	keratan sulfate I, degradation product 8	nan	nan
MAM02277	keratan sulfate I, degradation product 9	nan	nan
MAM02278	keratan sulfate I	nan	nan
MAM02279	keratan sulfate II (core 2-linked), degradation product 1	nan	nan
MAM02280	keratan sulfate II (core 2-linked), degradation product 2	nan	nan
MAM02281	keratan sulfate II (core 2-linked), degradation product 3	nan	nan
MAM02282	keratan sulfate II (core 2-linked), degradation product 4	nan	nan
MAM02283	keratan sulfate II (core 2-linked), degradation product 5	nan	nan
MAM02284	keratan sulfate II (core 2-linked), degradation product 6	nan	nan
MAM02285	keratan sulfate II (core 2-linked), degradation product 7	nan	nan
MAM02286	keratan sulfate II (core 2-linked), degradation product 8	nan	nan
MAM02287	keratan sulfate II (core 2-linked), degradation product 9	nan	nan
MAM02288	keratan sulfate II (core 2-linked)	nan	nan
MAM02289	keratan sulfate II (core 4-linked), biosynthesis, precursor 1	nan	nan
MAM02290	keratan sulfate II (core 4-linked), biosynthesis, precursor 10	nan	nan
MAM02291	keratan sulfate II (core 4-linked), biosynthesis, precursor 2	nan	nan
MAM02292	keratan sulfate II (core 4-linked), biosynthesis, precursor 3	nan	nan
MAM02293	keratan sulfate II (core 4-linked), biosynthesis, precursor 4	nan	nan
MAM02294	keratan sulfate II (core 4-linked), biosynthesis, precursor 5	nan	nan
MAM02295	keratan sulfate II (core 4-linked), biosynthesis, precursor 6	nan	nan
MAM02296	keratan sulfate II (core 4-linked), biosynthesis, precursor 7	nan	nan
MAM02297	keratan sulfate II (core 4-linked), biosynthesis, precursor 8	nan	nan
MAM02298	keratan sulfate II (core 4-linked), biosynthesis, precursor 9	nan	nan
MAM02299	keratan sulfate II (core 4-linked), degradation product 1	nan	nan
MAM02300	keratan sulfate II (core 4-linked), degradation product 2	nan	nan
MAM02301	keratan sulfate II (core 4-linked), degradation product 3	nan	nan
MAM02302	keratan sulfate II (core 4-linked), degradation product 4	nan	nan
MAM02303	keratan sulfate II (core 4-linked)	nan	nan
MAM02304	keratan sulfate II biosynthesis, precursor 1	nan	nan
MAM02305	keratan sulfate II biosynthesis, precursor 10	nan	nan
MAM02306	keratan sulfate II biosynthesis, precursor 2	nan	nan
MAM02307	keratan sulfate II biosynthesis, precursor 3	nan	nan
MAM02308	keratan sulfate II biosynthesis, precursor 4	nan	nan
MAM02309	keratan sulfate II biosynthesis, precursor 5	nan	nan
MAM02310	keratan sulfate II biosynthesis, precursor 6	nan	nan
MAM02311	keratan sulfate II biosynthesis, precursor 7	nan	nan
MAM02312	keratan sulfate II biosynthesis, precursor 8	nan	nan
MAM02313	keratan sulfate II biosynthesis, precursor 9	nan	nan
MAM02314	kinetensin 1-3	nan	nan
MAM02315	kinetensin 1-7	nan	nan
MAM02316	kinetensin 1-8	nan	nan
MAM02317	kinetensin 4-8	nan	nan
MAM02318	kinetensin	nan	nan
MAM02319	kynurenine	C00328	CHEBI:16946
MAM02320	L-1-pyrroline-3-hydroxy-5-carboxylate	C04281	CHEBI:6151
MAM02321	L-2-amino-3-oxobutanoic acid	C03508	CHEBI:40673
MAM02322	L-2-aminoadipate	C00956	CHEBI:37024
MAM02323	l2fn2m2masn	G00017	nan
MAM02324	l2n2m2mn	nan	nan
MAM02325	L-3-amino-isobutanoate	C03284	CHEBI:33094
MAM02326	L-3-cyanoalanine	C02512	CHEBI:16934
MAM02327	L-4-hydroxyglutamate semialdehyde	C05938	CHEBI:27809
MAM02328	LacCer pool	C01290	CHEBI:17950
MAM02329	lactaldehyde	C05999	CHEBI:18419
MAM02330	lactoneotetraosylceramide	nan	nan
MAM02331	lacto-N-fucopentaosyl-III-ceramide	nan	nan
MAM02332	lactose	C00243	CHEBI:36219
MAM02333	lactose-6-phosphate	C05396	nan
MAM02334	lactosylceramide sulfate	C03405	nan
MAM02335	L-alanyl-tRNA(ala)	C00886	CHEBI:17732
MAM02336	lanosterol	C01724	CHEBI:16521
MAM02337	L-arabinose	C00259	CHEBI:17535
MAM02338	L-arabitol	C00532	CHEBI:18403
MAM02339	L-arginyl-protein	C16739	nan
MAM02340	L-arginyl-tRNA(arg)	C02163	CHEBI:18366
MAM02341	L-asparaginyl-tRNA(asn)	C03402	CHEBI:29265
MAM02342	L-aspartyl-tRNA(asp)	C02984	CHEBI:29158
MAM02343	lathosterol	C01189	CHEBI:17168
MAM02344	lauric acid	C02679	CHEBI:30805
MAM02345	lauroyl-CoA	C01832	CHEBI:15521
MAM02346	lc3Cer	C04845	CHEBI:17103
MAM02347	lc4Cer	C04910	CHEBI:17292
MAM02348	L-carnitine	C15025	CHEBI:11060
MAM02349	L-cystathionine	C02291	CHEBI:17482
MAM02350	L-cysteate	C00506	CHEBI:21260
MAM02351	L-cysteinyl-tRNA(cys)	C03125	CHEBI:29152
MAM02352	LDL remnant	nan	nan
MAM02353	LDL	nan	nan
MAM02354	L-dopa	C00355	CHEBI:15765
MAM02355	L-dopachrome	C01693	CHEBI:15772
MAM02356	L-dopaquinone	C00822	CHEBI:16852
MAM02357	lepidimoide	C08241	nan
MAM02358	L-erythro-4-hydroxyglutamate	C05947	nan
MAM02359	L-erythrulose	C02045	CHEBI:27913
MAM02360	leucine	C00123	CHEBI:15603
MAM02361	leukoaminochrome	nan	nan
MAM02362	leukotriene A4	C00909	CHEBI:15651
MAM02363	leukotriene A5	nan	nan
MAM02364	leukotriene B4	C02165	CHEBI:15647
MAM02365	leukotriene B5	nan	nan
MAM02366	leukotriene C4	C02166	CHEBI:16978
MAM02367	leukotriene C5	nan	nan
MAM02368	leukotriene D5	nan	nan
MAM02369	leukotriene E4	C05952	CHEBI:15650
MAM02370	leukotriene F4	C06462	CHEBI:27491
MAM02371	L-formylkynurenine	C02700	CHEBI:30249
MAM02372	L-fucose-1-phosphate	C02985	CHEBI:28319
MAM02373	L-fuculose	C01721	CHEBI:17617
MAM02374	L-glutamate 5-semialdehyde	C01165	CHEBI:17232
MAM02375	L-glutaminyl-peptide	C02986	nan
MAM02376	L-glutaminyl-tRNA(gln)	C02282	CHEBI:29166
MAM02377	L-glutamyl-tRNA(glu)	C02987	CHEBI:29157
MAM02378	L-gulonate	C00800	CHEBI:16154
MAM02379	L-gulono-1,4-lactone	C01040	CHEBI:17587
MAM02380	L-histidyl-tRNA(his)	C02988	CHEBI:29155
MAM02381	L-hydroxylysine	C16741	CHEBI:18040
MAM02382	Li+	nan	CHEBI:49713
MAM02383	L-iditol	C01507	CHEBI:18202
MAM02384	L-iduronic acid	C06472	CHEBI:47903
MAM02385	lignocerate	C08320	CHEBI:28866
MAM02386	limonene	C00521	CHEBI:15383
MAM02387	linoleate	C01595	CHEBI:17351
MAM02388	linoleic-carnitine	nan	nan
MAM02389	linolenate	C06427	CHEBI:27432
MAM02390	linolenoyl-CoA	C16162	CHEBI:51985
MAM02391	linoleoyl-CoA	C02050	CHEBI:15530
MAM02392	lipid droplet	nan	nan
MAM02393	lipoamide	C00248	nan
MAM02394	lipoic acid	C00725	CHEBI:30314
MAM02395	lipoxin A4	C06314	CHEBI:6498
MAM02396	lipoxin B4	C06315	CHEBI:6499
MAM02397	lipoyl-[ACP]	C16239	nan
MAM02398	lipoyl-AMP	C16238	nan
MAM02399	lipoyllysine	nan	nan
MAM02400	lipoylprotein	C02051	CHEBI:15804
MAM02401	L-isoleucyl-tRNA(ile)	C03127	CHEBI:29160
MAM02402	lithocholate	C03990	CHEBI:16325
MAM02403	L-lactate	C00186	CHEBI:422
MAM02404	L-leucyl-tRNA(leu)	C02047	CHEBI:16624
MAM02405	L-lysyl-tRNA(lys)	C01931	CHEBI:16047
MAM02406	L-lyxonate	C05412	nan
MAM02407	L-metanephrine	C05588	CHEBI:144365
MAM02408	L-methionyl-tRNA(met)	C02430	CHEBI:16635
MAM02409	L-octanoylcarnitine	C02838	CHEBI:18102
MAM02410	L-oleoylcarnitine	nan	nan
MAM02411	L-palmitoylcarnitine	C02990	CHEBI:17490
MAM02412	L-phenylalanyl-tRNA(phe)	C03511	CHEBI:29153
MAM02413	L-pipecolate	C00408	CHEBI:30913
MAM02414	LPL	nan	nan
MAM02415	L-prolyl-tRNA(pro)	C02702	CHEBI:29154
MAM02416	L-seryl-tRNA(ser)	C02553	CHEBI:29162
MAM02417	L-sorbose	C08356	CHEBI:10295
MAM02418	LTD4	C05951	CHEBI:28666
MAM02419	L-threonyl-tRNA(thr)	C02992	CHEBI:29163
MAM02420	L-tryptophanyl-tRNA(trp)	C03512	CHEBI:29159
MAM02421	L-tyrosyl-tRNA(tyr)	C02839	CHEBI:29161
MAM02422	lumisterol 3	nan	nan
MAM02423	L-valyl-tRNA(val)	C02554	CHEBI:29164
MAM02424	L-xylonate	C05411	CHEBI:48092
MAM02425	L-xylulose	C00312	CHEBI:17399
MAM02426	lysine	C00047	CHEBI:18019
MAM02427	lysosomal-enzyme-D-mannose	C03706	nan
MAM02428	lysosomal-enzyme-N-acetyl-D-glucosaminyl-phospho-D-mannose	C04789	nan
MAM02429	lysyl-proline	nan	nan
MAM02430	m2emgacpail heparan sulfate	nan	nan
MAM02431	m2gacpail heparan sulfate	nan	nan
MAM02432	m3emgacpail heparan sulfate	nan	nan
MAM02433	m3gacpail heparan sulfate	nan	nan
MAM02434	m3gacpail_prot heparan sulfate	nan	nan
MAM02435	m7G(5')pppAm	C01972	nan
MAM02436	m7G(5')pppm6Am (mRNA containing an N6,2'-O-dimethyladenosine cap)	C04833	CHEBI:17894
MAM02437	m7G(5')pppRm-RNA (mRNA containing a 2'-O-methylpurine cap)	C04802	nan
MAM02438	m7G(5')pppR-RNA	C02339	nan
MAM02439	malate	C00149	CHEBI:30797
MAM02440	malonate	C00383	CHEBI:30794
MAM02441	malonic-dialdehyde	C19440	CHEBI:566274
MAM02442	malonyl-[ACP]	C01209	nan
MAM02443	malonyl-carnitin	nan	nan
MAM02444	malonyl-CoA	C00083	CHEBI:15531
MAM02445	maltodecaose	nan	nan
MAM02446	maltoheptaose	nan	nan
MAM02447	maltohexaose	C01936	nan
MAM02448	maltononaose	nan	nan
MAM02449	maltopentaose	nan	nan
MAM02450	maltose	C00208	CHEBI:47937
MAM02451	maltotetraose	C02052	CHEBI:61988
MAM02452	maltotriose	C01835	CHEBI:27931
MAM02453	mannose	C00159	CHEBI:4208
MAM02454	mannose-1-phosphate	C00636	CHEBI:35374
MAM02455	mannose-6-phosphate	C00275	CHEBI:17369
MAM02456	margaric acid	nan	CHEBI:32365
MAM02457	mead acid	nan	CHEBI:1306412
MAM02458	eumelanin	C17937	nan
MAM02459	melatonin radical	nan	nan
MAM02460	melatonin	C01598	CHEBI:16796
MAM02461	mem2emgacpail heparan sulfate	nan	nan
MAM02462	mem2emgacpail_prot heparan sulfate	nan	nan
MAM02463	memgacpail heparan sulfate	nan	nan
MAM02464	mercaptopyruvate	C00957	CHEBI:16208
MAM02465	mesaconate	C01732	CHEBI:16600
MAM02466	mesaconyl-CoA	C06028	CHEBI:27969
MAM02467	metformin	C07151	CHEBI:6801
MAM02468	methacrylyl-CoA	C03460	CHEBI:27754
MAM02469	methaneselenol	C05703	nan
MAM02470	methanol	C00132	CHEBI:17790
MAM02471	methionine	C00073	CHEBI:16643
MAM02472	methionyl-peptide	C11440	nan
MAM02473	methylamine	C00218	CHEBI:16830
MAM02474	methylarsonate	C07294	nan
MAM02475	methylglyoxal	C00546	CHEBI:17158
MAM02476	methylimidazole-acetaldehyde	C05827	CHEBI:28104
MAM02477	methylimidazoleacetic acid	C05828	CHEBI:8122
MAM02478	methyl-indole-3-acetate	nan	nan
MAM02479	methylmalonate	C02170	CHEBI:30860
MAM02480	methylmalonyl-CoA	C00683	CHEBI:15466
MAM02481	methylthioribose-1p	C04188	nan
MAM02482	Mg2+	C00305	CHEBI:18420
MAM02483	mgacpail heparan sulfate	nan	nan
MAM02484	mitoACP	C00229	CHEBI:64479
MAM02485	mitoApo-[ACP]	C03688	CHEBI:29999
MAM02486	mitooxidized thioredoxin	C00343	CHEBI:18191
MAM02487	mitothioredoxin	C00342	CHEBI:15967
MAM02488	molybdopterin	C05924	CHEBI:44074
MAM02489	monodehydroascorbate	C01041	CHEBI:16504
